CustomerID,Age,Gender,Tenure_Months,MonthlyCharges,TotalCharges,Churn
CUST_10081,64.0,Female,51,70.74,$3607.74,0
CUST_10892,30.0,Female,10,138.99,$1389.90,0
CUST_10495,57.0,Female,27,109.11,$2945.97,0
CUST_10101,27.0,Male,45,139.12,$6260.40,0
CUST_10409,71.0,Male,58,68.1,$3949.80,0
CUST_10207,60.0,Male,1,96.8,$96.80,1
CUST_10999,64.0,Female,7,120.65,$844.55,0
CUST_10685,49.0,Female,67,109.8,$7356.60,0
CUST_10522,42.0,Male,29,56.7,$1644.30,0
CUST_10507,43.0,Female,58,129.98,$7538.84,0
CUST_11488,53.0,Female,54,93.44,$5045.76,0
CUST_10123,42.0,Female,63,59.12,$3724.56,0
CUST_11073,64.0,Others,39,54.13,$2111.07,0
CUST_10305,72.0,Female,1,128.56,NULL_SYSTEM_ERROR,0
CUST_11133,72.0,Female,41,113.88,$4669.08,0
CUST_10607,75.0,Female,8,31.01,$248.08,0
CUST_10735,28.0,Female,22,49.61,$1091.42,0
CUST_10254,54.0,Female,47,64.96,$3053.12,0
CUST_10117,62.0,Female,32,142.37,$4555.84,0
CUST_10237,79.0,Male,70,56.22,$3935.40,0
CUST_10094,21.0,Male,40,106.67,$4266.80,0
CUST_10397,79.0,Male,34,93.43,$3176.62,0
CUST_10649,43.0,Female,10,87.41,$874.10,0
CUST_10072,19.0,Male,28,49.98,$1399.44,0
CUST_11410,22.0,Male,32,118.5,$3792.00,0
CUST_11306,23.0,Male,48,134.58,$6459.84,0
CUST_10548,42.0,Female,47,43.53,$2045.91,0
CUST_10467,23.0,Female,10,120.73,$1207.30,1
CUST_11476,39.0,Female,48,130.71,$6274.08,0
CUST_10260,32.0,Male,19,91.46,$1737.74,0
CUST_10155,24.0,Male,34,85.73,$2914.82,0
CUST_10498,67.0,Female,59,104.18,$6146.62,0
CUST_10394,55.0,Male,19,51.07,$970.33,0
CUST_10379,36.0,Male,57,36.24,$2065.68,0
CUST_11019,45.0,Female,68,66.02,$4489.36,0
CUST_10057,68.0,Female,45,59.81,$2691.45,0
CUST_11058,71.0,Female,45,141.56,$6370.20,0
CUST_10151,56.0,Female,38,100.47,$3817.86,0
CUST_11270,43.0,Female,61,98.31,$5996.91,0
CUST_10968,70.0,Male,36,89.03,$3205.08,0
CUST_10818,48.0,Male,12,39.34,$472.08,0
CUST_10178,20.0,Male,42,122.5,$5145.00,0
CUST_11282,38.0,Female,30,408.36,$1020.90,1
CUST_10580,52.0,Female,50,108.33,$5416.50,0
CUST_11054,43.0,Male,13,63.48,$825.24,1
CUST_10804,76.0,Male,19,109.05,$2071.95,1
CUST_10610,64.0,Female,39,90.4,$3525.60,0
CUST_11025,20.0,Male,25,32.96,$824.00,1
CUST_10538,68.0,Female,26,87.37,$2271.62,1
CUST_10172,52.0,Female,51,112.46,$5735.46,0
CUST_10908,62.0,Female,21,70.21,$1474.41,1
CUST_10147,50.0,Male,35,38.38,$1343.30,1
CUST_11428,68.0,Male,36,113.43,$4083.48,0
CUST_11356,73.0,Male,20,85.59,$1711.80,1
CUST_10349,74.0,Female,19,59.71,$1134.49,0
CUST_10218,59.0,Male,28,534.0,$1246.00,1
CUST_10038,66.0,Male,59,112.81,$6655.79,0
CUST_11426,31.0,Male,28,32.16,$900.48,0
CUST_10780,36.0,Male,15,39.19,$587.85,0
CUST_11492,73.0,Female,32,74.16,$2373.12,1
CUST_10682,19.0,Female,15,56.78,$851.70,1
CUST_11449,-15.0,Male,17,132.0,$2244.00,0
CUST_10626,46.0,Female,13,142.7,$1855.10,0
CUST_10137,18.0,Female,37,123.03,$4552.11,0
CUST_10006,25.0,Female,12,56.6,$679.20,0
CUST_11344,31.0,Female,22,80.74,$1776.28,0
CUST_10766,40.0,Male,34,73.14,$2486.76,0
CUST_10033,75.0,Male,49,140.57,$6887.93,0
CUST_11177,26.0,Female,36,52.99,$1907.64,0
CUST_11081,68.0,Others,33,138.94,$4585.02,0
CUST_10157,25.0,Female,56,110.27,$6175.12,0
CUST_10502,40.0,Male,6,99.0,$594.00,1
CUST_10693,50.0,Male,24,101.8,$2443.20,0
CUST_10457,21.0,Female,21,100.31,$2106.51,0
CUST_10134,24.0,Male,37,61.78,$2285.86,0
CUST_10425,,Male,25,148.72,$3718.00,0
CUST_11222,77.0,Male,62,80.9,$5015.80,0
CUST_10842,67.0,Others,7,126.31,$884.17,1
CUST_11195,52.0,Female,3,27.59,$82.77,1
CUST_10751,65.0,Female,52,84.79,$4409.08,0
CUST_10211,49.0,Male,11,118.15,$1299.65,0
CUST_11322,19.0,Female,25,430.68,$897.25,0
CUST_10284,66.0,,57,64.35,$3667.95,0
CUST_10937,74.0,Male,4,26.83,$107.32,1
CUST_10541,45.0,Male,45,105.61,$4752.45,0
CUST_10962,53.0,Female,33,28.08,$926.64,1
CUST_10331,53.0,Female,66,41.31,$2726.46,0
CUST_10486,50.0,Others,29,99.27,$2878.83,0
CUST_10357,24.0,Male,32,143.34,$4586.88,0
CUST_10251,44.0,Male,51,110.17,$5618.67,0
CUST_10816,56.0,Female,16,93.73,$1499.68,1
CUST_10997,35.0,Male,57,124.38,$7089.66,0
CUST_11049,51.0,Female,67,127.57,$8547.19,0
CUST_10851,25.0,,8,106.53,$852.24,0
CUST_10475,,Male,24,65.48,$1571.52,0
CUST_10925,58.0,Female,32,123.84,$3962.88,0
CUST_10288,71.0,Female,8,80.49,$643.92,1
CUST_11017,72.0,Male,69,37.19,$2566.11,0
CUST_11184,73.0,Female,64,130.0,$8320.00,0
CUST_10235,42.0,Male,46,1705.6799999999998,$6538.44,0
CUST_11471,44.0,Male,63,82.2,$5178.60,0
CUST_10236,56.0,Female,12,63.98,$767.76,0
CUST_10130,32.0,Female,39,138.1,$5385.90,0
CUST_11246,37.0,Male,22,84.77,$1864.94,0
CUST_11337,50.0,Female,22,148.22,$3260.84,0
CUST_10912,33.0,Female,28,59.44,$1664.32,1
CUST_11465,46.0,Male,39,32.89,$1282.71,0
CUST_10363,69.0,Female,32,95.78,,0
CUST_10230,79.0,Female,11,27.09,$297.99,0
CUST_10148,76.0,Female,43,80.01,$3440.43,1
CUST_10563,77.0,Male,27,35.13,$948.51,0
CUST_11088,51.0,Male,29,82.82,,0
CUST_10927,31.0,Female,48,79.5,$3816.00,0
CUST_10217,19.0,Male,8,94.66,$757.28,0
CUST_10100,51.0,Female,55,68.8,$3784.00,0
CUST_10715,67.0,Male,3,26.31,$78.93,1
CUST_10582,57.0,Others,28,96.58,$2704.24,0
CUST_10629,29.0,Female,9,140.51,$1264.59,0
CUST_10294,36.0,Female,65,38.45,$2499.25,0
CUST_10175,54.0,Female,59,142.83,$8426.97,0
CUST_10378,52.0,Female,49,35.95,$1761.55,0
CUST_11372,28.0,Female,20,31.72,$634.40,1
CUST_11421,,Male,8,127.71,$1021.68,0
CUST_11117,41.0,Male,3,132.76,$398.28,0
CUST_11074,40.0,Female,47,111.9,$5259.30,0
CUST_10493,75.0,Female,47,85.34,$4010.98,0
CUST_10372,54.0,Male,4,36.65,$146.60,1
CUST_10244,69.0,Female,55,54.89,$3018.95,0
CUST_11478,27.0,Female,16,56.92,$910.72,0
CUST_10463,47.0,,13,41.89,$544.57,0
CUST_11080,28.0,Male,47,149.43,$7023.21,0
CUST_10179,18.0,Female,37,37.34,$1381.58,0
CUST_11390,26.0,Male,37,38.52,$1425.24,0
CUST_10004,32.0,Female,17,71.4,$1213.80,0
CUST_10882,79.0,Male,20,30.41,$608.20,0
CUST_10022,70.0,Female,62,31.69,$1964.78,0
CUST_10662,71.0,Female,21,76.87,$1614.27,0
CUST_10257,59.0,Female,35,145.28,$5084.80,0
CUST_10701,,Female,69,139.47,$9623.43,0
CUST_11172,66.0,Female,9,42.13,$379.17,1
CUST_10129,46.0,Female,24,32.51,$780.24,1
CUST_10645,69.0,Female,1,83.34,$83.34,0
CUST_11484,55.0,,13,75.29,$978.77,0
CUST_10871,44.0,Female,24,142.33,$3415.92,0
CUST_11026,70.0,Male,21,47.14,$989.94,0
CUST_10497,41.0,Female,42,86.57,$3635.94,0
CUST_10677,21.0,Female,41,51.86,NULL_SYSTEM_ERROR,0
CUST_11176,44.0,Female,25,32.68,$817.00,0
CUST_11108,46.0,Male,7,107.6,$753.20,0
CUST_10419,38.0,Others,33,38.2,$1260.60,1
CUST_10971,45.0,Female,46,102.55,$4717.30,0
CUST_10198,78.0,Female,3,28.97,$86.91,0
CUST_10932,71.0,Female,50,47.17,$2358.50,0
CUST_10098,43.0,Others,35,99.95,,0
CUST_10635,74.0,Male,71,141.33,$10034.43,0
CUST_10079,78.0,Female,29,129.38,$3752.02,0
CUST_10330,76.0,Female,66,122.04,$8054.64,0
CUST_11014,18.0,Male,47,123.14,$5787.58,0
CUST_10980,68.0,Male,54,31.81,$1717.74,0
CUST_10518,72.0,Female,59,63.49,$3745.91,0
CUST_10969,37.0,Male,59,110.06,$6493.54,0
CUST_11313,23.0,Male,59,25.48,$1503.32,0
CUST_10667,48.0,Male,47,57.81,$2717.07,0
CUST_10770,47.0,Female,6,58.83,$352.98,0
CUST_10591,34.0,Female,62,63.44,$3933.28,0
CUST_10990,62.0,Female,36,104.51,$3762.36,0
CUST_11445,68.0,Male,24,57.18,$1372.32,0
CUST_10084,34.0,Female,51,78.89,$4023.39,0
CUST_10386,73.0,Male,6,107.85,$647.10,0
CUST_10005,60.0,Female,61,123.21,$7515.81,0
CUST_10047,79.0,Male,11,109.3,$1202.30,0
CUST_10259,41.0,Female,45,118.75,$5343.75,0
CUST_10343,56.0,Female,65,54.37,$3534.05,0
CUST_10992,72.0,Female,18,25.85,$465.30,1
CUST_10642,47.0,Male,53,97.47,,0
CUST_11466,55.0,Male,13,65.58,$852.54,0
CUST_11300,48.0,Female,43,97.7,$4201.10,0
CUST_11056,51.0,Female,46,124.13,$5709.98,0
CUST_10437,55.0,Female,13,79.3,$1030.90,1
CUST_11042,30.0,Others,6,104.79,$628.74,1
CUST_10399,65.0,Female,68,68.32,$4645.76,0
CUST_10332,36.0,Others,13,95.68,$1243.84,1
CUST_10704,27.0,Male,41,49.4,$2025.40,1
CUST_11364,57.0,Female,49,62.46,$3060.54,0
CUST_10240,74.0,Female,26,66.51,,0
CUST_11131,74.0,Female,19,34.13,$648.47,0
CUST_10261,76.0,Male,63,92.22,$5809.86,0
CUST_11464,53.0,Male,63,102.94,$6485.22,0
CUST_11245,30.0,Female,63,84.72,$5337.36,0
CUST_10938,28.0,Female,27,70.05,$1891.35,0
CUST_10015,41.0,Male,48,56.58,$2715.84,0
CUST_10711,63.0,Male,40,125.21,$5008.40,0
CUST_10683,66.0,Female,37,61.93,$2291.41,0
CUST_11452,68.0,Male,55,42.11,$2316.05,0
CUST_10509,57.0,Female,57,125.03,$7126.71,0
CUST_10956,77.0,Female,40,104.81,$4192.40,0
CUST_11051,48.0,Male,57,104.51,$5957.07,1
CUST_10448,50.0,Female,9,100.4,$903.60,0
CUST_10408,19.0,Female,17,147.0,$2499.00,0
CUST_10604,29.0,Female,34,146.93,$4995.62,0
CUST_10407,,Female,37,55.81,$2064.97,0
CUST_11128,28.0,,51,113.2,$5773.20,1
CUST_10813,70.0,Female,7,148.57,$1039.99,0
CUST_10232,75.0,Female,56,34.57,$1935.92,0
CUST_11140,21.0,Male,30,59.31,$1779.30,0
CUST_10350,42.0,,53,29.49,$1562.97,0
CUST_10043,77.0,Male,13,141.9,$1844.70,0
CUST_10907,49.0,Female,48,114.3,$5486.40,0
CUST_10029,77.0,Male,62,54.64,$3387.68,0
CUST_10546,39.0,Female,65,65.34,$4247.10,0
CUST_10625,39.0,Male,67,67.16,$4499.72,0
CUST_10627,72.0,Male,45,91.21,$4104.45,0
CUST_10316,39.0,Female,3,102.42,$307.26,0
CUST_10140,,Male,65,56.18,$3651.70,0
CUST_10616,42.0,Male,28,147.13,$4119.64,0
CUST_10090,79.0,Male,2,61.72,$123.44,0
CUST_10523,41.0,Female,28,119.54,$3347.12,0
CUST_10009,56.0,Male,8,67.19,$537.52,1
CUST_11312,32.0,,63,39.36,$2479.68,0
CUST_10967,50.0,Male,19,30.04,$570.76,0
CUST_10915,28.0,Female,68,98.51,$6698.68,0
CUST_11261,57.0,Female,2,128.1,$256.20,0
CUST_10276,19.0,Female,64,64.13,$4104.32,0
CUST_10841,26.0,Male,54,49.35,$2664.90,1
CUST_10931,70.0,Male,54,128.94,$6962.76,0
CUST_11205,40.0,,54,85.36,$4609.44,0
CUST_10890,18.0,Female,6,80.07,$480.42,1
CUST_10093,59.0,Female,16,99.66,$1594.56,0
CUST_10900,50.0,Male,65,36.41,,0
CUST_10687,37.0,Male,27,43.55,$1175.85,0
CUST_10690,67.0,Female,61,94.79,$5782.19,1
CUST_10154,45.0,Female,8,46.67,$373.36,0
CUST_10241,44.0,Female,48,141.01,$6768.48,0
CUST_10940,27.0,Female,19,73.43,$1395.17,0
CUST_11407,52.0,Male,20,42.57,$851.40,0
CUST_10843,44.0,Male,14,59.08,$827.12,0
CUST_10345,57.0,Female,30,143.53,$4305.90,0
CUST_10911,38.0,Male,25,105.26,$2631.50,0
CUST_10874,36.0,Male,26,106.99,$2781.74,0
CUST_11290,79.0,Male,55,50.88,$2798.40,0
CUST_10901,55.0,Male,26,64.84,$1685.84,0
CUST_10073,37.0,Male,40,31.94,$1277.60,0
CUST_11249,27.0,Female,35,104.16,$3645.60,0
CUST_11259,64.0,Male,71,140.79,$9996.09,0
CUST_10513,71.0,Male,7,148.93,$1042.51,0
CUST_11032,27.0,Male,46,142.95,$6575.70,0
CUST_10695,78.0,Male,67,64.89,$4347.63,0
CUST_11052,25.0,Male,29,75.22,$2181.38,0
CUST_11335,36.0,Male,59,124.54,$7347.86,0
CUST_11069,76.0,Female,36,65.76,$2367.36,0
CUST_10557,69.0,Female,5,108.28,$541.40,0
CUST_10959,,Male,67,42.2,$2827.40,0
CUST_11281,39.0,Male,54,76.55,$4133.70,0
CUST_10631,33.0,Male,27,129.15,$3487.05,0
CUST_11338,37.0,Female,65,123.91,$8054.15,0
CUST_10660,,Male,56,74.62,$4178.72,0
CUST_11451,24.0,Male,57,125.64,$7161.48,0
CUST_10313,69.0,Male,46,80.07,,0
CUST_10470,58.0,Male,47,72.26,$3396.22,0
CUST_11255,53.0,Male,6,140.51,$843.06,1
CUST_10267,69.0,Female,47,138.41,$6505.27,0
CUST_10124,77.0,Female,23,67.68,$1556.64,1
CUST_11333,71.0,Female,5,64.02,$320.10,1
CUST_10858,-15.0,Male,69,121.12,$8357.28,0
CUST_10383,37.0,Female,50,60.92,$3046.00,0
CUST_10487,20.0,Male,43,76.42,$3286.06,0
CUST_10451,50.0,,36,83.87,$3019.32,1
CUST_10125,77.0,Male,48,81.1,$3892.80,0
CUST_10255,50.0,Male,4,79.77,$319.08,0
CUST_11037,26.0,Male,49,148.32,$7267.68,0
CUST_11385,67.0,Female,48,63.68,$3056.64,0
CUST_11154,68.0,Male,66,65.09,$4295.94,0
CUST_11062,29.0,Female,18,113.2,,0
CUST_10275,56.0,Male,42,57.79,$2427.18,0
CUST_11057,71.0,Female,23,147.66,$3396.18,0
CUST_10025,61.0,Female,20,58.17,$1163.40,1
CUST_10547,68.0,Male,49,94.29,$4620.21,0
CUST_10584,33.0,Male,41,125.51,$5145.91,0
CUST_10292,50.0,Male,7,142.9,$1000.30,0
CUST_11171,-15.0,Male,49,143.92,$7052.08,0
CUST_10462,45.0,Male,21,145.48,$3055.08,0
CUST_11151,67.0,Female,57,91.87,$5236.59,0
CUST_10466,70.0,Male,54,142.99,$7721.46,0
CUST_11001,28.0,Male,54,107.21,$5789.34,0
CUST_10208,46.0,Male,63,42.24,$2661.12,0
CUST_10186,26.0,Male,59,122.94,$7253.46,0
CUST_10247,20.0,Male,23,30.51,$701.73,0
CUST_10678,33.0,Male,19,30.25,,0
CUST_10887,78.0,Female,34,49.47,$1681.98,1
CUST_11168,29.0,Female,30,138.02,$4140.60,0
CUST_10661,27.0,Female,51,81.92,$4177.92,0
CUST_10039,44.0,Male,39,101.91,$3974.49,0
CUST_10861,21.0,Male,41,116.27,$4767.07,0
CUST_10559,23.0,Male,54,53.22,$2873.88,0
CUST_11161,78.0,Male,64,58.38,$3736.32,0
CUST_11314,,Male,5,87.75,$438.75,1
CUST_11431,50.0,,26,97.84,$2543.84,0
CUST_11239,39.0,Female,70,39.48,$2763.60,0
CUST_11343,43.0,Male,15,118.1,$1771.50,0
CUST_10050,68.0,Male,1,105.83,$105.83,0
CUST_11416,21.0,Male,40,58.14,$2325.60,1
CUST_11418,62.0,Male,23,49.11,$1129.53,1
CUST_10839,57.0,Male,33,101.53,$3350.49,0
CUST_10403,42.0,Male,49,128.42,$6292.58,0
CUST_10355,59.0,Female,55,132.24,$7273.20,0
CUST_11252,62.0,Male,46,118.21,$5437.66,0
CUST_10045,32.0,Female,11,113.52,$1248.72,0
CUST_11448,,Female,62,88.34,,0
CUST_10650,43.0,Male,59,38.29,$2259.11,0
CUST_10897,66.0,Male,2,76.94,$153.88,1
CUST_10556,66.0,Male,26,73.01,$1898.26,0
CUST_10159,51.0,Female,31,42.14,$1306.34,0
CUST_10365,66.0,Female,50,32.74,$1637.00,0
CUST_10939,29.0,Female,26,100.6,$2615.60,1
CUST_11227,52.0,Others,61,39.78,$2426.58,0
CUST_11028,54.0,Others,63,80.68,$5082.84,0
CUST_10483,38.0,Male,12,39.18,$470.16,0
CUST_10596,72.0,Male,26,93.88,$2440.88,0
CUST_11093,68.0,Male,48,74.59,$3580.32,0
CUST_11118,22.0,Female,29,38.18,$1107.22,0
CUST_10737,73.0,Female,21,49.93,$1048.53,0
CUST_10431,68.0,Male,48,68.98,$3311.04,0
CUST_10297,70.0,Female,37,79.22,$2931.14,0
CUST_10910,64.0,Female,30,56.7,,0
CUST_10253,79.0,Female,51,30.85,$1573.35,0
CUST_11403,,Male,50,128.46,$6423.00,0
CUST_11482,50.0,Female,59,83.28,$4913.52,0
CUST_10684,45.0,Female,1,91.25,$91.25,0
CUST_10070,43.0,Female,36,111.95,$4030.20,0
CUST_10037,42.0,Male,51,121.56,,0
CUST_10830,27.0,Female,33,105.93,$3495.69,0
CUST_10730,21.0,Male,51,48.66,$2481.66,0
CUST_10166,54.0,Female,45,52.24,,0
CUST_10012,40.0,Male,40,67.21,$2688.40,0
CUST_10453,77.0,Male,3,49.38,$148.14,0
CUST_11002,38.0,Male,68,105.2,$7153.60,0
CUST_11325,25.0,Female,11,57.72,$634.92,0
CUST_11126,60.0,Female,65,115.35,$7497.75,0
CUST_10091,23.0,Male,38,30.19,$1147.22,0
CUST_10304,,Male,60,94.93,$5695.80,0
CUST_11323,32.0,Male,14,85.92,$1202.88,0
CUST_10759,79.0,Female,15,71.73,$1075.95,1
CUST_10605,70.0,Male,8,84.27,$674.16,0
CUST_10753,35.0,Female,21,127.45,$2676.45,0
CUST_10189,43.0,Female,22,132.93,$2924.46,0
CUST_11456,32.0,Female,22,60.98,$1341.56,0
CUST_10459,66.0,Female,54,32.63,$1762.02,1
CUST_10014,28.0,Female,35,28.15,$985.25,0
CUST_10641,66.0,Male,45,64.75,$2913.75,0
CUST_11221,64.0,Male,62,49.28,$3055.36,0
CUST_10676,62.0,Female,8,112.27,$898.16,0
CUST_10833,34.0,Male,19,110.91,$2107.29,0
CUST_11454,59.0,Female,56,136.68,$7654.08,0
CUST_10998,49.0,Female,4,65.47,$261.88,0
CUST_11098,50.0,Male,29,83.5,$2421.50,0
CUST_10106,65.0,Female,24,68.36,$1640.64,0
CUST_10243,74.0,Male,70,53.0,,0
CUST_11233,45.0,Female,27,51.24,$1383.48,0
CUST_10226,61.0,Female,45,120.24,,0
CUST_11288,47.0,Female,49,50.27,$2463.23,0
CUST_10575,62.0,Female,3,132.44,$397.32,0
CUST_11209,62.0,Male,57,87.81,$5005.17,0
CUST_10353,48.0,Female,25,77.5,$1937.50,0
CUST_10183,31.0,,68,98.13,$6672.84,0
CUST_11212,,Female,2,147.6,$295.20,0
CUST_11220,60.0,Male,18,112.62,$2027.16,0
CUST_10710,48.0,Female,10,100.42,$1004.20,1
CUST_11225,75.0,Male,38,76.4,$2903.20,0
CUST_10550,79.0,Female,54,126.91,$6853.14,0
CUST_10577,69.0,Male,8,111.83,$894.64,0
CUST_10362,74.0,Female,20,70.51,$1410.20,0
CUST_10764,72.0,Male,39,55.52,$2165.28,0
CUST_10180,22.0,Male,42,34.46,$1447.32,0
CUST_10369,79.0,,22,41.5,$913.00,0
CUST_11003,43.0,Female,1,28.2,$28.20,0
CUST_11112,34.0,Female,65,57.45,$3734.25,0
CUST_11185,47.0,Others,44,67.42,$2966.48,1
CUST_10058,24.0,,69,131.62,$9081.78,0
CUST_10554,75.0,Male,31,94.14,$2918.34,0
CUST_10655,50.0,Female,22,148.23,$3261.06,0
CUST_10565,50.0,Male,61,147.1,$8973.10,0
CUST_10603,26.0,Male,66,129.05,$8517.30,0
CUST_10949,25.0,Female,52,125.96,$6549.92,0
CUST_11253,,Female,50,128.24,$6412.00,0
CUST_11130,64.0,Female,29,55.27,$1602.83,0
CUST_10602,40.0,Female,43,106.49,$4579.07,0
